oid,title_origin,title,slug,slug_title,actors,directors,Year
591ac73155832021cc3256a0,In Good Company,Người Đáng Kính - In Good Company,nguoi dang kinh in good company,nguoi-dang-kinh-in-good-company,"[u'Dennis Quaid', u'Topher Grace', u'Scarlett Johansson']",[u'Paul Weitz'],2004
591ac79b55832021ce325109,In The Cold Light Of Day,Ánh Sáng Cuối Con Đường - In The Cold Light Of Day,anh sang cuoi con duong in the cold light of day,anh-sang-cuoi-con-duong-in-the-cold-light-of-day,"[u'Lynsey Baxter', u'Simon Cadell', u'Thom Hoffman']",[u'Rudolf van den Berg'],1994
591ac86255832021cc3256ae,Jarhead,Lính Thủy Đánh Bộ - Jarhead,linh thuy danh bo jarhead,linh-thuy-danh-bo-jarhead,"[u'Jake Gyllenhaal', u'Jamie Foxx', u'Peter Sarsgaard']",[u'Sam Mendes'],2005
591ac8c655832021ce325110,Kicking & Screaming,Đội Bóng Nhí - Kicking & Screaming,doi bong nhi kicking screaming,doi-bong-nhi-kicking-screaming,"[u'Will Ferrell', u'Robert Duvall', u'Kate Walsh']",[u'Jesse Dylan'],2005
591ac92055832021cf324f9c,Kull The Conqueror,Kull - Kẻ Chinh Phục - Kull The Conqueror,kull ke chinh phuc kull the conqueror,kull-ke-chinh-phuc-kull-the-conqueror,"[u'Kevin Sorbo', u'Tia Carrere', u'Karina Lombard']",[u'John Nicolella'],1997
591ac97055832021cd324ffb,Land Of The Dead,Vùng Đất Chết - Land Of The Dead,vung dat chet land of the dead,vung-dat-chet-land-of-the-dead,"[u'Dennis Hopper', u'John Leguizamo', u'Simon Baker']",[u'George A. Romero'],2005
591aca1955832021cc3256b8,Leatherheads,Định Mệnh Bên Sân Bóng - Leatherheads,dinh menh ben san bong leatherheads,dinh-menh-ben-san-bong-leatherheads,"[u'George Clooney', u'Ren\xe9e Zellweger', u'John Krasinski']",[u'George Clooney'],2008
591aca6a55832021cc3256bc,Life ('99),Tù Chung Thân - Life ('99),tu chung than life 99,tu-chung-than-life-99,"[u'Eddie Murphy', u'Martin Lawrence', u'Anthony Anderson']",[u'Ted Demme'],1999
591acc3155832021cc3256cd,The Lost World: Jurassic Park,Công Viên Kỷ Jura 2 - The Lost World: Jurassic Park,cong vien ky jura 2 the lost world jurassic park,cong-vien-ky-jura-2-the-lost-world-jurassic-park,"[u'Jeff Goldblum', u'Julianne Moore', u'Richard Attenborough']",[u'Steven Spielberg'],1997
591acd2755832021cc3256d0,Mercury Rising,Bí Mật Nguy Hiểm - Mercury Rising,bi mat nguy hiem mercury rising,bi-mat-nguy-hiem-mercury-rising,"[u'Bruce Willis', u'Alec Baldwin', u'Miko Hughes']",[u'Harold Becker'],1998
591acd7155832021cc3256d2,Milk,Chính Trị Gia Đồng Tính - Milk,chinh tri gia dong tinh milk,chinh-tri-gia-dong-tinh-milk,"[u'Sean Penn', u'Emile Hirsch', u'Josh Brolin']",[u'Gus Van Sant'],2008
591ace0055832021cf324fa5,The Mummy Returns,Xác Ướp Trở Lại - The Mummy Returns,xac uop tro lai the mummy returns,xac-uop-tro-lai-the-mummy-returns,"[u'Brendan Fraser', u'Rachel Weisz', u'John Hannah']",[u'Stephen Sommers'],2001
591ace7a55832021ce325128,The Muse,Thi Thần - The Muse,thi than the muse,thi-than-the-muse,"[u'Albert Brooks', u'Sharon Stone', u'Andie MacDowell']",[u'Albert Brooks'],1999
591acf2855832021cf324fa8,The Naked Man,Người Đàn Ông Khỏa Thân - The Naked Man,nguoi dan ong khoa than the naked man,nguoi-dan-ong-khoa-than-the-naked-man,"[u'Michael Rapaport', u'Michael Jeter', u'Rachael Leigh Cook']",[u'J. Todd Anderson'],1998
591acfc955832021cc3256e5,The Other Boleyn Girl,Người Tình Đại Đế - The Other Boleyn Girl,nguoi tinh dai de the other boleyn girl,nguoi-tinh-dai-de-the-other-boleyn-girl,"[u'Scarlett Johansson', u'Natalie Portman', u'Eric Bana', u'Kristin Scott Thomas']",[u'Justin Chadwick'],2008
591ad05455832021ce32512e,Miss Pettigrew Lives For A Day,Bảo Mẫu Tình Yêu - Miss Pettigrew Lives For A Day,bao mau tinh yeu miss pettigrew lives for a day,bao-mau-tinh-yeu-miss-pettigrew-lives-for-a-day,"[u'Amy Adams', u'Frances McDormand', u'Ciar\xe1n Hinds']",[u'Bharat Nalluri'],2008
591ad0c855832021cc3256fd,Photographing Fairies,Bức Ảnh Bí Ẩn - Photographing Fairies,buc anh bi an photographing fairies,buc-anh-bi-an-photographing-fairies,"[u'Toby Stephens', u'Emily Woof', u'Ben Kingsley', u' Frances Barber']",[u'Nick Willing'],1997
591ad12855832021cd325004,Pitch Black,Quái Vật Trên Hành Tinh Lạ - Pitch Black,quai vat tren hanh tinh la pitch black,quai-vat-tren-hanh-tinh-la-pitch-black,"[u'Vin Diesel', u'Radha Mitchell', u'Cole Hauser']",[u'David Twohy'],2000
591ad18455832021ce32513a,Problem Child 2,Cậu Bé Rắc Rối 2 - Problem Child 2,cau be rac roi 2 problem child 2,cau-be-rac-roi-2-problem-child-2,"[u'John Ritter', u'Michael Oliver', u'Jack Warden', u'Amy Yasbeck']",[u'Brian Levant'],1991
591ad1cb55832021cc325706,Psycho ('98),Sát Nhân Cuồng Loạn - Psycho ('98),sat nhan cuong loan psycho 98,sat-nhan-cuong-loan-psycho-98,"[u'Vince Vaughn', u'Anne Heche', u'William H. Macy']",[u'Gus Van Sant'],1998
591ad24555832021cd325008,Seed Of Chucky,Ma Búp Bê 5: Đứa Con Của Chucky - Seed Of Chucky,ma bup be 5 dua con cua chucky seed of chucky,ma-bup-be-5-dua-con-cua-chucky-seed-of-chucky,"[u'Jennifer Tilly', u'Brad Dourif', u'Billy Boyd']",[u'Don Mancini'],2004
591ad3fd55832021ce325148,October Sky,Những Chàng Trai Hỏa Tiễn - October Sky,nhung chang trai hoa tien october sky,nhung-chang-trai-hoa-tien-october-sky,"[u'Jake Gyllenhaal', u'Chris Cooper', u'Laura Dern']",[u'Joe Johnston'],1999
591ad47055832021cc325712,Stop! Or My Mom Will Shoot,Đứng Im!  Không Mẹ Tôi Bắn - Stop! Or My Mom Will Shoot,dung im khong me toi ban stop or my mom will shoot,dung-im-khong-me-toi-ban-stop-or-my-mom-will-shoot,"[u'Sylvester Stallone', u'Estelle Getty', u'Ving Rhames']",[u'John Carpenter'],1992
591ad6f755832021cc32571c,The Strangers,Những Kẻ Lạ Mặt - The Strangers,nhung ke la mat the strangers,nhung-ke-la-mat-the-strangers,"[u'Scott Speedman', u'Liv Tyler', u'Gemma Ward']",[u'Bryan Bertino'],2008
591ad7e355832021cc32571e,Reservation Road,Cuộc Đời Trớ Trêu - Reservation Road,cuoc doi tro treu reservation road,cuoc-doi-tro-treu-reservation-road,"[u'Leonardo DiCaprio', u'Kate Winslet', u'Michael Shannon']",[u'Sam Mendes'],2008
591ad84355832021ce325150,Thursday,Ngày Thứ Năm Đẫm Máu - Thursday,ngay thu nam dam mau thursday,ngay-thu-nam-dam-mau-thursday,"[u'Aaron Eckhart', u'Thomas Jane', u'Mickey Rourke']",[u'Skip Woods'],1998
591ad8b255832021cc325720,The Trigger Effect,Hiệu Ứng Thảm Họa - The Trigger Effect,hieu ung tham hoa the trigger effect,hieu-ung-tham-hoa-the-trigger-effect,"[u'Elisabeth Shue', u'Dermot Mulroney', u'Kyle MacLachlan']",[u'David Koepp'],1996
591ad90a55832021ce325153,Village Of The Damned,Ngôi Làng Bị Nguyền Rủa - Village Of The Damned,ngoi lang bi nguyen rua village of the damned,ngoi-lang-bi-nguyen-rua-village-of-the-damned,"[u'Christopher Reeve', u'Kirstie Alley', u'Mark Hamill']",[u'John Carpenter'],1995
591ad95c55832021cd32500f,Wild At Heart,Trái Tim Hoang Dã - Wild At Heart,trai tim hoang da wild at heart,trai-tim-hoang-da-wild-at-heart,"[u'Nicolas Cage', u'Laura Dern', u'Willem Dafoe']",[u'David Lynch'],1990
591ad9d155832021ce325156,Bridget Jones's Diary,Nhật Ký Tiểu Thư Jones - Bridget Jones's Diary,nhat ky tieu thu jones bridget joness diary,nhat-ky-tieu-thu-jones-bridget-joness-diary,"[u'Ren\xe9e Zellweger', u'Colin Firth', u'Hugh Grant']",[u'Sharon Maguire'],2001
591ada4955832021cc32572b,Bridget Jones: The Edge of Reason,Nhật Ký Tiểu Thư Jones 2: Bên Lề Lý Luận - Bridget Jones: The Edge of Reason,nhat ky tieu thu jones 2 ben le ly luan bridget jones the edge of reason,nhat-ky-tieu-thu-jones-2-ben-le-ly-luan-bridget-jones-the-edge-of-reason,"[u'Ren\xe9e Zellweger', u'Colin Firth', u'Hugh Grant']",[u'Beeban Kidron'],2004
591bc5af55832021ce3251e9,Beverly Hills Cop III,Cảnh sát vùng Berverly Hills 3 - Beverly Hills Cop III,canh sat vung berverly hills 3 beverly hills cop iii,canh-sat-vung-berverly-hills-3-beverly-hills-cop-iii,"[u'Eddie Murphy', u'Jon Tenney', u'Joey Travolta ']",[u'John Landis'],1994
591bc62e55832021ce3251ed,Dead Again,Ác Mộng Sát Nhân - Dead Again,ac mong sat nhan dead again,ac-mong-sat-nhan-dead-again,"[u'Kenneth Branagh', u'Emma Thompson', u'Andy Garcia']",[u'Kenneth Branagh'],1991
591bc6f855832021ce3251f6,Eye For An Eye,Báo Thù - Eye For An Eye,bao thu eye for an eye,bao-thu-eye-for-an-eye,"[u'Sally Field', u'Kiefer Sutherland', u'Ed Harris']",[u'John Schlesinger'],1996
591bc77355832021ce3251fb,A Night At The Roxbury,Một Đêm Tại Roxbury - A Night At The Roxbury,mot dem tai roxbury a night at the roxbury,mot-dem-tai-roxbury-a-night-at-the-roxbury,"[u'Chris Kattan', u'Will Ferrell', u'Raquel Gardner']","[u'John Fortenberry,']",1998
591bc80655832021ce325206,The Wood,Vào Đời - The Wood,vao doi the wood,vao-doi-the-wood,"[u'Omar Epps', u'Taye Diggs', u'Sean Nelson']",[u'Rick Famuyiwa'],1999
591bc89955832021cf324fce,Angels Sing,Món Quà Giáng Sinh Bí Ẩn - Angels Sing,mon qua giang sinh bi an angels sing,mon-qua-giang-sinh-bi-an-angels-sing,"[u'Harry Connick', u'Willie Nelson', u'Connie Britton']",[u'Tim McCanlies'],2013
591bc9d555832021cc3258c8,The Babysitter,Cô Trông Trẻ - The Babysitter,co trong tre the babysitter,co-trong-tre-the-babysitter,[],[],1995
591bc9ff55832021cc3258ca,The Browning Version,Ông Thầy Nghiệt Ngã - The Browning Version,ong thay nghiet nga the browning version,ong-thay-nghiet-nga-the-browning-version,"[u'Albert Finney', u'Michael Gambon', u'Matthew Modine']",[u'Mike Figgis'],1994
591bca3155832021ce32520d,Coneheads,Gia Đình Đầu Chóp - Coneheads,gia dinh dau chop coneheads,gia-dinh-dau-chop-coneheads,"[u'Dan Ackroyd', u'Michelle Burke', u'Jane Curtin']",[u'Steve Barron'],1993
591bca5a55832021cc3258ce,Fire In The Sky,Chân Trời Rực Lửa - Fire In The Sky,chan troi ruc lua fire in the sky,chan-troi-ruc-lua-fire-in-the-sky,"[u'Peter Berg', u'James Garner', u'Robert Patrick']",[u'Robert Lieberman'],1993
591bca7855832021cd325060,Forces Of Nature,Say Tình - Forces Of Nature,say tinh forces of nature,say-tinh-forces-of-nature,"[u'Sandra Bullock', u'Ben Affleck', u'Maura Tierney']",[u'Bronwen Hughes'],1999
591bca9455832021cc3258d0,"He Said, She Said","Anh Khác Hay Em Khác - He Said, She Said",anh khac hay em khac he said she said,anh-khac-hay-em-khac-he-said-she-said,"[u'Kevin Bacon', u'Elizabeth Perkins', u'Sharon Stone']",[u'Ken Kwapis'],1991
591bcab855832021cc3258d2,Lucky Numbers,Số Độc Đắc - Lucky Numbers,so doc dac lucky numbers,so-doc-dac-lucky-numbers,"[u'Michael Moore', u'John Travolta', u""Ed O'Neill""]",[u'Nora Ephron'],2000
591bcad655832021cc3258d4,Martin Lawrence Live: Runteldat,Martin Lawrence: Những Câu Chuyện Phiếm - Martin Lawrence Live: Runteldat,martin lawrence nhung cau chuyen phiem martin lawrence live runteldat,martin-lawrence-nhung-cau-chuyen-phiem-martin-lawrence-live-runteldat,"[u'Martin Lawrence', u""Nancy O'Dell"", u'Paul Keeley']",[u'David Raynr'],2002
591bcb0f55832021cc3258d6,Neil Simon's The Odd Couple II,Cặp Bài Trùng - Neil Simon's The Odd Couple II,cap bai trung neil simons the odd couple ii,cap-bai-trung-neil-simons-the-odd-couple-ii,"[u'Barnard Hughes', u'Jack Lemmon', u'Walter Matthau']",[u'Howard Deutch'],1998
591bcb3155832021cc3258d8,Sabrina (1995),Lọ Lem Sabrina - Sabrina (1995),lo lem sabrina sabrina 1995,lo-lem-sabrina-sabrina-1995,"[u'Richard Crenna', u'Angie Dickinson', u'Harrison Ford']",[u'Sydney Pollack'],1995
591bcb5d55832021ce325212,The Saint,Người Mang Tên Thánh - The Saint,nguoi mang ten thanh the saint,nguoi-mang-ten-thanh-the-saint,"[u'Val Kilmer', u'Elizabeth Shue', u'Rade Serbedzija']",[u'Phillip Noyce'],1997
591bcb7c55832021cc3258da,Snow Day,Bão Tuyết - Snow Day,bao tuyet snow day,bao-tuyet-snow-day,"[u'Chevy Chase', u'Pam Grier', u'Jean Smart']",[u'Chris Koch'],2000
591bcba455832021ce325215,Superstar,Siêu Sao - Superstar,sieu sao superstar,sieu-sao-superstar,"[u'Glynis Johns', u'Chris Kattan', u'Will Ferrell']",[u'Bruce McCulloch'],1999
591bcbce55832021cf324fd2,Pain And Gain,Cho Và Nhận - Pain And Gain,cho va nhan pain and gain,cho-va-nhan-pain-and-gain,"[u'Mark Wahlberg', u'Dwayne Johnson', u'Anthony Mackie']",[u'Michael Bay'],2013
591bcc8755832021cc3258e2,Ghost Team One,Lũ Ngốc Đi Bắt Ma - Ghost Team One,lu ngoc di bat ma ghost team one,lu-ngoc-di-bat-ma-ghost-team-one,"[u'Carlos SantosJ.R.', u'Villarreal Fernanda', u'Romero']",[u'Ben Peyser'],2013
591bcd8155832021cc3258e7,Alone,Một Mình - Alone,mot minh alone,mot-minh-alone,"[u'Masha Wattanapanich', u'Ratchanoo Bunchootwong', u'Vittaya Wasukraipaisan']",[u'Banjong Pisanthanakun'],2007
591bce0e55832021ce32521a,ATM,Lỗi Tình Yêu - ATM,loi tinh yeu atm,loi-tinh-yeu-atm,"[u'Chantavit Dhnasevi', u'Preechaya Pongthananikorn']",[u'Mez Tharatorn'],2012
591bcec555832021cc3258ed,Body,Xác Chết Bí Ẩn - Body,xac chet bi an body,xac-chet-bi-an-body,"[u'Arak Amornsupasiri', u'Ornjira Lamwilai', u'Kritteera Inpornwijit']",[u'Paween Purikitpanya'],2007
591bcf3b55832021cc3258ef,BTS,Chuyện Tình Bangkok - BTS,chuyen tinh bangkok bts,chuyen-tinh-bangkok-bts,"[u'Sirin Horwang', u'Theeradej Wongpuapan', u'Ungsumalynn Sirapatsakmetha']",[u'Adisorn Trisirikasem'],2009
591bd02055832021cc3258f6,Coming Soon,Sớm Trở Lại - Coming Soon,som tro lai coming soon,som-tro-lai-coming-soon,"[u' Vorakarn Rojjanavatchra', u'Chantavit Dhanasevi', u'Sarinrat Thomas']",[u'Sopon Sukdapisit'],2008
591bd07455832021cd32506c,Countdown,Đêm Giao Thừa Kinh Hoàng - Countdown,dem giao thua kinh hoang countdown,dem-giao-thua-kinh-hoang-countdown,"[u' Vorakarn Rojjanavatchra', u'Chantavit Dhanasevi', u'Sarinrat Thomas']",[u'Nattawut Poonpiriya'],2012
591bd28355832021ce325223,Dorm,Ký Túc Xá - Dorm,ky tuc xa dorm,ky-tuc-xa-dorm,"[u'Charlie Trairat', u'Chintara Sukapatana', u'Sirachuch Chienthaworn']",[u'Songyos Sugmakanan'],2006
591bd84355832021cc325908,Hello Stranger,Xin Chào Người Lạ - Hello Stranger,xin chao nguoi la hello stranger,xin-chao-nguoi-la-hello-stranger,"[u'Chunthawit Thanasewi', u'Nuengthida Sophon']",[u'Banjong Pisanthanakun'],2010
591bec3655832021cc325917,Hormones,Tuổi Nổi Loạn - Hormones,tuoi noi loan hormones,tuoi-noi-loan-hormones,"[u'Sora Aoi', u'Sirachuch Chienthaworn', u'Chantavit Dhanasevi']",[u'Songyos Sugmakanan'],2008
591bed0d55832021cc32591c,Kungfu Tootsie,Băng Đảng Dao Búa - Kungfu Tootsie,bang dang dao bua kungfu tootsie,bang-dang-dao-bua-kungfu-tootsie,"[u'Sittichai Pabchompoo', u'Koti Arambawy', u'Charoenporn Awnlamai']",[u'Jaturong Mokjok'],2007
591bed9c55832021ce32522b,Laddaland,Ngôi Làng Bí Ẩn - Laddaland,ngoi lang bi an laddaland,ngoi-lang-bi-an-laddaland,"[u'Saharat Sangkapreecha', u'Atipit Chutiwatkajornchai', u'Piyathida Woramuksik']",[u'Sophon Sakdapisit'],2011
591beea355832021cc325921,Pee Mak,Tình Người Duyên Ma - Pee Mak,tinh nguoi duyen ma pee mak,tinh-nguoi-duyen-ma-pee-mak,"[u'Mario Maurer', u'Davika Hoorne', u'Nattapong Chartpong']",[u'Banjong Pisanthanakun'],2013
591bef5b55832021ce32522e,Phobia,Lời Nguyền - Phobia,loi nguyen phobia,loi-nguyen-phobia,"[u'Maneerat Kham-uan', u'Witawat Singlampong', u'Apinya Sakuljaroensuk']",[u'Banjong Pisanthanakun'],2008
591beffb55832021cc32592a,Phobia 2,Lời Nguyền 2 - Phobia 2,loi nguyen 2 phobia 2,loi-nguyen-2-phobia-2,"[u'Jirayu La-ongmanee', u'Charlie Trairat', u' Nicole Theriault']",[u'Parkpoom Wongpoom'],2009
591bf0b055832021cd325072,Shutter,Hồn Ma Báo Oán - Shutter,hon ma bao oan shutter,hon-ma-bao-oan-shutter,"[u'Ananda Everingham', u'Natthaweeranuch Thongmee', u'Achita Sikamana']","[u'Banjong Pisanthanakun', u'Parkpoom Wongpoom']",2004
591bf29e55832021ce325231,Teacher's Diary,Nhật Ký Tình Yêu - Teacher's Diary,nhat ky tinh yeu teachers diary,nhat-ky-tinh-yeu-teachers-diary,"[u'Chermarn Boonyasak', u'Sukrit Wisetkaew']",[u'Nithiwat Tharathorn'],2014
591bf35a55832021cf324fde,The Bedside Detective,Thám Tử Cạnh Giường - The Bedside Detective,tham tu canh giuong the bedside detective,tham-tu-canh-giuong-the-bedside-detective,"[u'Sunny Suwanmethanon', u'Pattarasaya Kreuasuwansri', u'Panissara Phimpru']",[u'Komgrit Triwimol'],2007
591bf3a855832021cd325076,The Billionaire,Bí Mật Tỉ Phú 20 Tuổi - The Billionaire,bi mat ti phu 20 tuoi the billionaire,bi-mat-ti-phu-20-tuoi-the-billionaire,"[u'Piak Poster', u'Pachara Chirathivat', u'Walanlak Kumsuwan']",[u'Songyos Sugmakanan'],2011
591bf43555832021cf324fe0,The Little Comedian,Chú Hề Nhỏ - The Little Comedian,chu he nho the little comedian,chu-he-nho-the-little-comedian,"[u'Chawin Likitjareonpong', u'Paula Taylor', u'Jaturong Mokjok']",[u'Vithaya Thongyuyong'],2010
591bf78655832021cc3259f6,The SpongeBob SquarePants Movie,Bọt Biển Quần Vuông - The SpongeBob SquarePants Movie,bot bien quan vuong the spongebob squarepants movie,bot-bien-quan-vuong-the-spongebob-squarepants-movie,"[u'Tom Kenny', u'Bill Fagerbakke', u'Clancy Brown']","[u'Stephen Hillenburg', u'Derek Drymon']",2004
591bf8a755832021ce325240,Star Trek Into Darkness,Du Hành Vào Bóng Đêm - Star Trek Into Darkness,du hanh vao bong dem star trek into darkness,du-hanh-vao-bong-dem-star-trek-into-darkness,"[u'Chris Pine', u'Zachary Quinto', u'Zoe Saldana']",[u'J. J. Abrams'],2007
591bff8255832021cc325a14,The Tuxedo,Bộ Vest Tuxedo - The Tuxedo,bo vest tuxedo the tuxedo,bo-vest-tuxedo-the-tuxedo,"[u'Jackie Chan', u'Jennifer Love Hewitt', u'Jason Isaacs']",[u'Kevin Donovan'],2002
591d490955832021cc325c98,18.11 A Code Of Secrecy,18.11 Biệt Danh Tuyệt Mật - 18.11 A Code Of Secrecy,1811 biet danh tuyet mat 1811 a code of secrecy,1811-biet-danh-tuyet-mat-1811-a-code-of-secrecy,"[u'Rehal Khan', u'Gulshan Grover', u'Prem Chopra']",[u'Md. Mohibul Haque'],2014
591d49b255832021cc325c9f,Aakhri Deal,Sứ Mệnh Cao Cả - Aakhri Deal,su menh cao ca aakhri deal,su-menh-cao-ca-aakhri-deal,"[u'Vishawajeet Pradhan', u'Karan Hakku', u'Mushtaq Khan']",[u'Paul-Venu'],2013
591d49fe55832021cc325ca9,Baat Ban Gayi,Đám Cưới Bi Hài - Baat Ban Gayi,dam cuoi bi hai baat ban gayi,dam-cuoi-bi-hai-baat-ban-gayi,"[u'Ali Fazal', u'Gulshan Grover', u'Anisa Butt']",[u'Shuja Ali'],2013
591d4a5055832021cc325cac,Bandook,Một Đời Lưu Manh - Bandook,mot doi luu manh bandook,mot-doi-luu-manh-bandook,"[u'Aditya Om', u'Manisha Kelkar', u'Ashish Kotwal']",[u'Aditya Om'],2013
591d4b2b55832021cf325093,Bazaar E Husn,Cuộc Tình Ngang Trái - Bazaar E Husn,cuoc tinh ngang trai bazaar e husn,cuoc-tinh-ngang-trai-bazaar-e-husn,"[u'Jeet Goswami', u'Om Puri', u'Yashpal Sharma']",[u'Ajay Mehra'],2014
591d4bd155832021ce325310,I Don't Luv U,Không Nói Lời Yêu - I Don't Luv U,khong noi loi yeu i dont luv u,khong-noi-loi-yeu-i-dont-luv-u,"[u'Ruslaan Mumtaz', u'Chetna Pande', u'Murli Sharma']",[u'Amit Kasaria'],2013
591d4c3e55832021cc325cb9,Ishk Actually,Gặp Nhau Trong Tình Yêu - Ishk Actually,gap nhau trong tinh yeu ishk actually,gap-nhau-trong-tinh-yeu-ishk-actually,"[u'Rajeev Khandelwal', u'Raayo S Bakhirta', u'Neha Ahuja']",[u'Anish Khanna'],2013
591d4ca455832021cc325cc1,It's Too Much,Chàng Đào Hoa Và Nàng Bối Rối - It's Too Much,chang dao hoa va nang boi roi its too much,chang-dao-hoa-va-nang-boi-roi-its-too-much,"[u'Pushkar Jog', u'Armeena Rana Khan', u'Omar Khan']",[u'Pushkar Jog'],2013
591d4d0d55832021cc325ccd,Life Is Beautiful,Cuộc Sống Tươi Đẹp - Life Is Beautiful,cuoc song tuoi dep life is beautiful,cuoc-song-tuoi-dep-life-is-beautiful,"[u'Anokhi Dalvi', u'Nancy Brunetta', u'Parth Naik']",[u'Manoj Amarnani'],2014
591d4d8155832021ce325317,Love Phir Kabhi,Tình Yêu Đích Thực - Love Phir Kabhi,tinh yeu dich thuc love phir kabhi,tinh-yeu-dich-thuc-love-phir-kabhi,"[u'Saurabh Roy', u'Arijita Roy', u'Meghna Patel']",[u'Ajay Yadav'],2014
591d503655832021cc325cdd,Pyaar Mein Aisa Hota Hai,Bộ Phim Ma Quái - Pyaar Mein Aisa Hota Hai,bo phim ma quai pyaar mein aisa hota hai,bo-phim-ma-quai-pyaar-mein-aisa-hota-hai,"[u'Abhay Vaidya', u'Upasna Singh', u'Saurabh Arya']",[u'Mahesh Kapoor'],2006
591d519155832021cc325ce1,Rajdhani Express,Chuyến Tàu Rajdhani - Rajdhani Express,chuyen tau rajdhani rajdhani express,chuyen-tau-rajdhani-rajdhani-express,"[u'Leander Paes', u'Jimmy Shergill', u'Priyanshu Chatterjee']",[u'Ashok Kohli'],2013
591d520e55832021ce325322,Riyasat,Bố Già Saheb - Riyasat,bo gia saheb riyasat,bo-gia-saheb-riyasat,"[u'Rajesh Khanna', u'Gauri Kulkarni', u'Aryan Vaid']",[u'Ashok Tyagi'],2014
591d52ee55832021cc325ce7,Saanwariyaa,Vị Thần Tốt Bụng - Saanwariyaa,vi than tot bung saanwariyaa,vi-than-tot-bung-saanwariyaa,"[u'Karanvir Sharma', u'Shaurya Chauhan', u'Bhaumik Sampat']",[u'Muazzam Beg'],2012
591d542f55832021cc325cec,Shree,Âm Mưu Tới Từ Tương Lai - Shree,am muu toi tu tuong lai shree,am-muu-toi-tu-tuong-lai-shree,"[u'Hussain Kuwajerwala', u'Anjali Patil', u'Paresh Ganatra']",[u'Rajesh Bachchani'],2013
591d54ca55832021cd32517c,Strings of Passion,Mê Đắm Một Đời - Strings of Passion,me dam mot doi strings of passion,me-dam-mot-doi-strings-of-passion,"[u'Zeenat Aman', u'Shubh Mukherji', u'Indrani Haldar']",[u'Sanghamitra Chaudhuri'],2014
591d57cf5583204b80c6761a,The Unsound,Vô Âm - The Unsound,vo am the unsound,vo-am-the-unsound,"[u'Shadab Khan', u'Anurita Jha', u'Sapna Thakur']",[u'Alok Shrivastava'],2013
591d58515583204b81c67617,Tum Ho Yaara,Thử Thách Tình Yêu - Tum Ho Yaara,thu thach tinh yeu tum ho yaara,thu-thach-tinh-yeu-tum-ho-yaara,"[u'Ganesh Venkatraman', u'Kalpana Pandit', u'Sreedharan Karthikeyan']",[u'Natty Kumar'],2014
591d58a65583204b80c67622,Zara Sambhal Ke,Sống Trong Lầm Lỡ - Zara Sambhal Ke,song trong lam lo zara sambhal ke,song-trong-lam-lo-zara-sambhal-ke,"[u'Neil Nitin Mukesh', u'Bipasha Basu', u'Sophie Choudry']",[u'Jehangir Surti'],2009
591d58f35583204b80c67625,Zindagi 50-50,Cuộc Đời Sòng Phẳng - Zindagi 50-50,cuoc doi song phang zindagi 50 50,cuoc-doi-song-phang-zindagi-50-50,"[u'Arya Babbar', u'Rajpal Yadav', u'Veena Malik']",[u'Rajiv S Ruia'],2013
591d59c65583204b80c67629,For June,Dành Cho Tháng 6 - For June,danh cho thang 6 for june,danh-cho-thang-6-for-june,"[u'Hu\u1ef3nh Anh', u'Thi\xean T\xfa', u'Qu\u1ed1c Trung']","[u'""Nguy\u1ec5n H\u1eefu Tu\u1ea5n ""']",2012
591d5a2e5583204b7fc67617,Once Upon A Time In Vietnam,Lửa Phật - Once Upon A Time In Vietnam,lua phat once upon a time in vietnam,lua-phat-once-upon-a-time-in-vietnam,"[u'Ng\xf4 Thanh V\xe2n', u'Dustin Nguy\u1ec5n', u'V\xe2n Kh\xe1nh']",[u'Dustin Nguy\u1ec5n'],2013
591d5bbd5583204b7ec67623,Fee of Love,Lệ Phí Tình Yêu  - Fee of Love,le phi tinh yeu fee of love,le-phi-tinh-yeu-fee-of-love,"[u'Minh H\u1eb1ng', u'Huy Kh\xe1nh', u'Ng\u1ecdc Quy\xean', u'Minh Thu\u1eadn']",[u'Minh Chung'],2009
591d5c225583204b7fc6761f,Bride Wars,Cô Dâu Đại Chiến - Bride Wars,co dau dai chien bride wars,co-dau-dai-chien-bride-wars,"[u'L\xea Kh\xe1nh', u'Maya', u'V\xe2n Trang', u'B\xecnh Minh']",[u'Victor V\u0169'],2008
591d5d075583204b7ec67625,Brilliant Kisses,Những Nụ Hôn Rực Rỡ - Brilliant Kisses,nhung nu hon ruc ro brilliant kisses,nhung-nu-hon-ruc-ro-brilliant-kisses,"[u'Thanh H\u1eb1ng', u'Ph\u01b0\u01a1ng Thanh', u'Minh H\u1eb1ng', u'Th\u1ee7y Ti\xean']",[u'Nguy\u1ec5n Quang D\u0169ng'],2008
591d5f075583204b7fc67621,Lost In Paradise,Hot Boy Nổi Loạn - Lost In Paradise,hot boy noi loan lost in paradise,hot-boy-noi-loan-lost-in-paradise,"[u'L\u01b0\u01a1ng M\u1ea1nh H\u1ea3i', u'H\u1ed3 V\u0129nh Khoa', u'La Qu\u1ed1c H\xf9ng']",[u'V\u0169 Ng\u1ecdc \u0110\xe3ng'],2011
